Unnamed: 0,Reaction ID,Reaction (Long),Reaction (short),Reversible,Gene,Enzyme,Subsystem,TurnoverNumber
,R00431,GTP + Oxaloacetate = GDP + Phosphoenolpyruvate + CO2,C00044 + C00036 <=> C00035 + C00074 + C00011,False,NZ_AEYC01000072.1:3977..5791 or NZ_AEYC01000018.1:64046..65890,4.1.1.32,rn00010  rn00020  rn00620,10.3
,R00762,"D-Fructose 1,6-bisphosphate + H2O = D-Fructose 6-phosphate + Orthophosphate",C00354 + C00001 <=> C00085 + C00009,False,glpX,3.1.3.11,rn00680  rn00710,0.0014
PPP,R00835,"D-Glucose 6-phosphate + NADP+ = D-Glucono-1,5-lactone 6-phosphate + NADPH + H+",C00092 + C00006 <=> C01236 + C00005 + C00080,False,NZ_AEYC01000088.1:85119..86564,1.1.1.49,not exist,2
,R02035,"D-Glucono-1,5-lactone 6-phosphate + H2O = 6-Phospho-D-gluconate",C01236 + C00001 <=> C00345,False,,3.1.1.31,rn00030,
,R01528,6-Phospho-D-gluconate + NADP+ = D-Ribulose 5-phosphate + CO2 +NADPH + H+,C00345 + C00006 <=> C00199 + C00011 + C00005 + C00080,False,NZ_AEYC01000008.1:210011..211450,1.1.1.44,rn00030  rn00480,5.2
,R01056,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,C00117 <=> C00199,False,,5.3.1.6,rn00030  rn00710,8.3
,R01529,D-Ribulose 5-phosphate = D-Xylulose 5-phosphate,C00199 <=> C00231,False,complement(NZ_AEYC01000048.1:64695..65375),5.1.3.1,rn00030  rn00040  rn00710,0.00033
,R01641,Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate = D-Ribose 5-phosphate + D-Xylulose 5-phosphate,C05382 + C00118 <=> C00117 + C00231,True,NZ_AEYC01000048.1:28963..31059 or NZ_AEYC01000023.1:387819..389669,2.2.1.1,rn00030  rn00710,20.58
,R08575,Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate = D-Erythrose 4-phosphate + D-Fructose 6-phosphate,C05382 + C00118 <=> C00279 + C00085,True,NZ_AEYC01000088.1:81321..82406,2.2.1.2,not exist,
,R01067,D-Fructose 6-phosphate + D-Glyceraldehyde 3-phosphate = D-Erythrose 4-phosphate + D-Xylulose 5-phosphate,C00085 + C00118 <=> C00279 + C00231,True,NZ_AEYC01000048.1:28963..31059 or NZ_AEYC01000023.1:387819..389669,2.2.1.1,rn00710,26.87
,R01737,ATP + D-Gluconic acid = ADP + 6-Phospho-D-gluconate,C00002 + C00257 <=> C00008 + C00345,True,,2.7.1.12,rn00030,9.5
,R01519,"D-Glucono-1,5-lactone + H2O = D-Gluconic acid",C00198 + C00001 <=> C00257,True,,3.1.1.17,rn00030,192
,R02036,6-Phospho-D-gluconate = 2-Dehydro-3-deoxy-6-phospho-D-gluconate +H2O,C00345 <=> C04442 + C00001,False,NZ_AEYC01000018.1:297101..298948,4.2.1.12,rn00030,
,R01541,ATP + 2-Dehydro-3-deoxy-D-gluconate = ADP +2-Dehydro-3-deoxy-6-phospho-D-gluconate,C00002 + C00204 <=> C00008 + C04442,False,,2.7.1.45,rn00030  rn00040,8.26
,R05605,2-Dehydro-3-deoxy-6-phospho-D-gluconate = D-Glyceraldehyde3-phosphate + Pyruvate,C04442 <=> C00118 + C00022,False,,4.1.2.14        4.1.2.-,rn00030  rn00040,
,R01051,ATP + D-Ribose = ADP + D-Ribose 5-phosphate,C00002 + C00121 <=> C00008 + C00117,False,,2.7.1.15,rn00030,0.01
,R01049,ATP + D-Ribose 5-phosphate = AMP + 5-Phospho-alpha-D-ribose1-diphosphate,C00002 + C00117 <=> C00020 + C00119,False,NZ_AEYC01000096.1:54303..55283,2.7.6.1,rn00030  rn00230,0.53
,R01066,2-Deoxy-D-ribose 5-phosphate = D-Glyceraldehyde 3-phosphate +Acetaldehyde,C00673 <=> C00118 + C00084,False,,4.1.2.4,rn00030,0.58
,R02750,Deoxyribose + ATP = 2-Deoxy-D-ribose 5-phosphate + ADP,C01801 + C00002 <=> C00673 + C00008,False,,2.7.1.15,rn00030,0.01
TCA,R00351,Acetyl-CoA + H2O + Oxaloacetate = Citrate + CoA,C00024 + C00001 + C00036 <=> C00158 + C00010,True,NZ_AEYC01000088.1:352433..353575 or complement(NZ_AEYC01000039.1:37575..38693) or complement(NZ_AEYC01000034.1:122048..123175),2.3.3.1         2.3.3.3,rn00020  rn00630,
,R01324,Citrate = Isocitrate,C00158 <=> C00311,False,,4.2.1.3,not exist,5.3
,R00267,Isocitrate + NAD+ = 2-Oxoglutarate + CO2 + NADH + H+,C00311 + C00003 <=> C00026 + C00011 + C00004 + C00080,False,complement(NZ_AEYC01000094.1:62798..64018),1.1.1.42,rn00480  rn00720,0.047
,R08549,2-Oxoglutarate + CoA + NAD+ = Succinyl-CoA + CO2 + NADH + H+,C00026 + C00010 + C00003 <=> C00091 + C00011 + C00004 + C00080,True,NZ_AEYC01000023.1:41338..41667 or NZ_AEYC01000019.1:16163..17533,1.2.4.2         1.8.1.4         2.3.1.61,rn00020,
,R00405,ATP + Succinate + CoA = ADP + Orthophosphate + Succinyl-CoA,C00002 + C00042 + C00010 <=> C00008 + C00009 + C00091,False,sucC or complement(NZ_AEYC01000095.1:18421..19305),6.2.1.5,rn00020  rn00640  rn00720,0.57
,R00408,Succinate + FAD = FADH2 + Fumarate,C00042 + C00016 <=> C01352 + C00122,False,sdhB or complement(NZ_AEYC01000050.1:2682..3422),1.3.99.1,rn00650  rn00720,
,R01082,(S)-Malate = Fumarate + H2O,C00149 <=> C00122 + C00001,True,fumC,4.2.1.2,rn00020  rn00720,11.2
,R00342,(S)-Malate + NAD+ = Oxaloacetate + NADH + H+,C00149 + C00003 <=> C00036 + C00004 + C00080,True,complement(NZ_AEYC01000007.1:141023..142009),1.1.1.37        1.1.1.299,rn00020  rn00620  rn00630  rn00680  rn00710  rn00720,
EMP,R00299,ATP + D-Glucose = ADP + D-Glucose 6-phosphate,C00002 + C00031 <=> C00008 + C00092,True,,2.7.1.1         2.7.1.2,rn00521  rn00524,
,R08639,D-Glucose 1-phosphate = D-Glucose 6-phosphate,C00103 <=> C00092,True,,5.4.2.2         5.4.2.5,rn00521,
,R00771,D-Glucose 6-phosphate = D-Fructose 6-phosphate,C00092 <=> C00085,False,NZ_AEYC01000088.1:82436..84091,5.3.1.9,not exist,0.04
,R00756,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",C00002 + C00085 <=> C00008 + C00354,True,complement(NZ_AEYC01000018.1:332884..333909),2.7.1.11,not exist,0.037
,R00767,"CTP + D-Fructose 6-phosphate = CDP + D-Fructose 1,6-bisphosphate",C00063 + C00085 <=> C00112 + C00354,True,complement(NZ_AEYC01000018.1:332884..333909),2.7.1.11,not exist,0.016
,R00769,"UTP + D-Fructose 6-phosphate = UDP + D-Fructose 1,6-bisphosphate",C00075 + C00085 <=> C00015 + C00354,False,complement(NZ_AEYC01000018.1:332884..333909),2.7.1.11,not exist,0.016
,R00770,"ITP + D-Fructose 6-phosphate = IDP + D-Fructose 1,6-bisphosphate",C00081 + C00085 <=> C00104 + C00354,False,complement(NZ_AEYC01000018.1:332884..333909),2.7.1.11,not exist,0.016
,R01068,"D-Fructose 1,6-bisphosphate = Glycerone phosphate + D-Glyceraldehyde 3-phosphate",C00354 <=> C00111 + C00118,False,complement(NZ_AEYC01000070.1:111553..112587),4.1.2.13,rn00680  rn00710,0.0002
,R01015,D-Glyceraldehyde 3-phosphate = Glycerone phosphate,C00118 <=> C00111,False,tpiA,5.3.1.1,rn00010  rn00051  rn00562  rn00710,0.013
,R01061,D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ = 3-Phospho-D-glyceroyl phosphate + NADH + H+,C00118 + C00009 + C00003 <=> C00236 + C00004 + C00080,True,,1.2.1.12        1.2.1.59,rn00010  rn00710,
,R01512,ADP + 3-Phospho-D-glyceroyl phosphate = ATP + 3-Phospho-D-glycerate,C00008 + C00236 <=> C00002 + C00197,True,,2.7.2.3,rn00010  rn00710,0.06
,R01518,2-Phospho-D-glycerate = 3-Phospho-D-glycerate,C00631 <=> C00197,True,,5.4.2.1,rn00010  rn00260  rn00680,
,R00658,2-Phospho-D-glycerate = Phosphoenolpyruvate + H2O,C00631 <=> C00074 + C00001,False,,4.2.1.11,rn00010  rn00680,0.018
,R00200,ADP + Phosphoenolpyruvate = ATP + Pyruvate,C00008 + C00074 <=> C00002 + C00022,True,,2.7.1.40,rn00010  rn00230  rn00620  rn00710,0.16
Fatty acid Synthesis,R01625,"CoA + Apo-[acyl-carrier-protein] = Adenosine 3',5'-bisphosphate + Acyl-carrier protein",C00010 + C03688 <=> C00054 + C00229,True,,2.7.8.7         2.7.8.-,rn00770,
,R01624,Acetyl-CoA + Acyl-carrier protein = CoA + Acetyl-[acyl-carrierprotein],C00024 + C00229 <=> C00010 + C03939,False,NZ_AEYC01000083.1:44086..45090 or NZ_AEYC01000029.1:25358..26257,2.3.1.38        2.3.1.85        2.3.1.86        2.3.1.180,rn00061,
,R01626,Malonyl-CoA + Acyl-carrier protein = CoA + Malonyl-[acyl-carrierprotein],C00083 + C00229 <=> C00010 + C01209,False,,2.3.1.39        2.3.1.85        2.3.1.86,rn00061,
,R04355,Acetyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] = Acetoacetyl-[acp] + CO2 + Acyl-carrier protein,C03939 + C01209 <=> C05744 + C00011 + C00229,False,,2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179       ,rn00061,
,R04533,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] + NADP+ = Acetoacetyl-[acp] + NADPH + H+,C04618 + C00006 <=> C05744 + C00005 + C00080,False,fabG,1.1.1.100       2.3.1.85        2.3.1.86,rn00061,
,R04428,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] = But-2-enoyl-[acyl-carrier protein] + H2O,C04618 <=> C04246 + C00001,False,,4.2.1.58,rn00061,
,R04429,Butyryl-[acp] + NAD+ = But-2-enoyl-[acyl-carrier protein] + NADH + H+,C05745 + C00003 <=> C04246 + C00004 + C00080,True,complement(NZ_AEYC01000008.1:1427..2194),1.3.1.9         2.3.1.86,rn00061,
,R04952,Butyryl-[acp] + Malonyl-[acyl-carrier protein] = 3-Oxohexanoyl-[acp] + CO2 + Acyl-carrier protein,C05745 + C01209 <=> C05746 + C00011 + C00229,False,,2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179       ,rn00061,
,R04953,(R)-3-Hydroxyhexanoyl-[acp] + NADP+ = 3-Oxohexanoyl-[acp] + NADPH+ H+,C05747 + C00006 <=> C05746 + C00005 + C00080,True,fabG,1.1.1.100       2.3.1.85        2.3.1.86,rn00061,
,R04954,(R)-3-Hydroxyhexanoyl-[acp] = trans-Hex-2-enoyl-[acp] + H2O,C05747 <=> C05748 + C00001,False,,2.3.1.85        2.3.1.86        4.2.1.58,rn00061,
,R04955,Hexanoyl-[acp] + NAD+ = trans-Hex-2-enoyl-[acp] + NADH + H+,C05749 + C00003 <=> C05748 + C00004 + C00080,True,complement(NZ_AEYC01000008.1:1427..2194),1.3.1.9         2.3.1.86,rn00061,
,R04957,Hexanoyl-[acp] + Malonyl-[acyl-carrier protein] =3-Oxooctanoyl-[acp] + CO2 + Acyl-carrier protein,C05749 + C01209 <=> C05750 + C00011 + C00229,False,,2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179       ,rn00061,
,R04536,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ =3-Oxooctanoyl-[acp] + NADPH + H+,C04620 + C00006 <=> C05750 + C00005 + C00080,True,fabG,1.1.1.100       2.3.1.85        2.3.1.86,rn00061,
,R04537,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] = trans-Oct-2-enoyl-[acp] + H2O,C04620 <=> C05751 + C00001,False,,2.3.1.85        2.3.1.86        4.2.1.58        4.2.1.59        ,rn00061,
,R04958,Octanoyl-[acp] + NAD+ = trans-Oct-2-enoyl-[acp] + NADH + H+,C05752 + C00003 <=> C05751 + C00004 + C00080,True,complement(NZ_AEYC01000008.1:1427..2194),1.3.1.9         2.3.1.86,rn00061,
,R04960,Octanoyl-[acp] + Malonyl-[acyl-carrier protein] = 3-Oxodecanoyl-[acp] + CO2 + Acyl-carrier protein,C05752 + C01209 <=> C05753 + C00011 + C00229,False,,2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179       ,rn00061,
,R04534,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ = 3-Oxodecanoyl-[acp] + NADPH,C04619 + C00006 <=> C05753 + C00005,True,fabG,1.1.1.100       2.3.1.85        2.3.1.86,rn00061,
,R04535,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] = trans-Dec-2-enoyl-[acp] + H2O,C04619 <=> C05754 + C00001,False,,2.3.1.85        2.3.1.86        4.2.1.58        4.2.1.60        ,rn00061,
,R04961,Decanoyl-[acp] + NAD+ = trans-Dec-2-enoyl-[acp] + NADH + H+,C05755 + C00003 <=> C05754 + C00004 + C00080,True,complement(NZ_AEYC01000008.1:1427..2194),1.3.1.9         2.3.1.86,rn00061,
,R04963,Decanoyl-[acp] + Malonyl-[acyl-carrier protein] = 3-Oxododecanoyl-[acp] + CO2 + Acyl-carrier protein,C05755 + C01209 <=> C05756 + C00011 + C00229,False,,2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179       ,rn00061,
,R04964,(R)-3-Hydroxydodecanoyl-[acp] + NADP+ = 3-Oxododecanoyl-[acp] +NADPH + H+,C05757 + C00006 <=> C05756 + C00005 + C00080,True,fabG,1.1.1.100       2.3.1.85        2.3.1.86,rn00061,
,R04965,(R)-3-Hydroxydodecanoyl-[acp] = trans-Dodec-2-enoyl-[acp] + H2O,C05757 <=> C05758 + C00001,False,,2.3.1.85        2.3.1.86        4.2.1.58        4.2.1.60        ,rn00061,
,R04724,Dodecanoyl-[acyl-carrier protein] + NAD+ = trans-Dodec-2-enoyl-[acp] + NADH + H+,C05223 + C00003 <=> C05758 + C00004 + C00080,True,complement(NZ_AEYC01000008.1:1427..2194),1.3.1.9         2.3.1.86,rn00061,
,R04014,Dodecanoyl-[acyl-carrier protein] + H2O = Acyl-carrier protein +Dodecanoic acid,C05223 + C00001 <=> C00229 + C02679,False,,3.1.2.14        3.1.2.21,rn00061,
,R04726,Dodecanoyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein]= 3-Oxotetradecanoyl-[acp] + CO2 + Acyl-carrier protein,C05223 + C01209 <=> C05759 + C00011 + C00229,True,,2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179       ,rn00061,
,R04566,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ = 3-Oxotetradecanoyl-[acp] + NADPH + H+,C04688 + C00006 <=> C05759 + C00005 + C00080,True,fabG,1.1.1.100       2.3.1.85        2.3.1.86,rn00061,
,R04568,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] = trans-Tetradec-2-enoyl-[acp] + H2O,C04688 <=> C05760 + C00001,False,,2.3.1.85        2.3.1.86        4.2.1.61,rn00061,
,R04966,Tetradecanoyl-[acp] + NAD+ = trans-Tetradec-2-enoyl-[acp] + NADH +H+,C05761 + C00003 <=> C05760 + C00004 + C00080,True,complement(NZ_AEYC01000008.1:1427..2194),1.3.1.9         2.3.1.86,rn00061,
,R08159,Tetradecanoyl-[acp] + H2O = Acyl-carrier protein + Tetradecanoicacid,C05761 + C00001 <=> C00229 + C06424,False,,3.1.2.14,rn00061,
,R04968,Tetradecanoyl-[acp] + Malonyl-[acyl-carrier protein] = 3-Oxohexadecanoyl-[acp] + CO2 + Acyl-carrier protein,C05761 + C01209 <=> C05762 + C00011 + C00229,True,,2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179       ,rn00061,
,R04543,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ = 3-Oxohexadecanoyl-[acp] + NADPH + H+,C04633 + C00006 <=> C05762 + C00005 + C00080,True,fabG,1.1.1.100       2.3.1.85        2.3.1.86,rn00061,
,R04544,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] = trans-Hexadec-2-enoyl-[acp] + H2O,C04633 <=> C05763 + C00001,False,,2.3.1.85        2.3.1.86        4.2.1.61,rn00061,
,R04969,Hexadecanoyl-[acp] + NAD+ = trans-Hexadec-2-enoyl-[acp] + NADH +H+,C05764 + C00003 <=> C05763 + C00004 + C00080,True,complement(NZ_AEYC01000008.1:1427..2194),1.3.1.9         2.3.1.86,rn00061,
,R01706,Hexadecanoyl-[acp] + H2O = Acyl-carrier protein + Hexadecanoicacid,C05764 + C00001 <=> C00229 + C00249,False,,2.3.1.85        3.1.2.14,rn00061,
,R08161,Hexadecanoyl-[acp] + Reduced acceptor + Oxygen = Hexadecenoyl-[acyl-carrier protein] + Acceptor + 2 H2O,C05764 + C00030 + C00007 <=> C16520 + C00028 + 2 C00001,True,,1.14.19.2,rn00061,
,R08162,Hexadecenoyl-[acyl-carrier protein] + H2O = Acyl-carrier protein + (9Z)-Hexadecenoic acid,C16520 + C00001 <=> C00229 + C08362,False,,3.1.2.14        3.1.2.-,rn00061,
,R07762,Hexadecanoyl-[acp] + Malonyl-[acyl-carrier protein] = 3-Oxostearoyl-[acp] + Acyl-carrier protein + CO2,C05764 + C01209 <=> C16219 + C00229 + C00011,False,,2.3.1.41        2.3.1.179       2.3.1.-,rn00061,
,R07763,3-Oxostearoyl-[acp] + NADPH + H+ = 3-Hydroxyoctadecanoyl-[acp] +NADP+,C16219 + C00005 + C00080 <=> C16220 + C00006,True,fabG,1.1.1.100,rn00061,0.59
,R07764,3-Hydroxyoctadecanoyl-[acp] = (2E)-Octadecenoyl-[acp] + H2O,C16220 <=> C16221 + C00001,False,,4.2.1.-,rn00061,
,R07765,(2E)-Octadecenoyl-[acp] + NADH + H+ = Octadecanoyl-[acyl-carrierprotein] + NAD+,C16221 + C00004 + C00080 <=> C04088 + C00003,True,,1.3.1.-,rn00061,
,R08163,Octadecanoyl-[acyl-carrier protein] + H2O = Acyl-carrier protein +Octadecanoic acid,C04088 + C00001 <=> C00229 + C01530,False,,3.1.2.14,rn00061,
,R03370,Octadecanoyl-[acyl-carrier protein] + Reduced acceptor + Oxygen = Oleoyl-[acyl-carrier protein] + Acceptor + 2 H2O,C04088 + C00030 + C00007 <=> C01203 + C00028 + 2 C00001,True,,1.14.19.2,rn00061,0.0817
,R02814,Oleoyl-[acyl-carrier protein] + H2O = Acyl-carrier protein +(9Z)-Octadecenoic acid,C01203 + C00001 <=> C00229 + C00712,True,,3.1.2.14,rn00061,0.18
,R00744,Malonyl-CoA + NADPH + H+ = 3-Oxopropionyl-CoA + NADP+ + H2O,C00083 + C00005 + C00080 <=> C05989 + C00006 + C00001,False,,,rn00640,
,R04919,3-Oxopropionyl-CoA + NADPH + H+ = 3-Hydroxypropionyl-CoA + NADP+,C05989 + C00005 + C00080 <=> C05668 + C00006,False,,1.1.1.-,rn00640,
,R03045,3-Hydroxypropionyl-CoA = Propenoyl-CoA + H2O,C05668 <=> C00894 + C00001,False,NZ_AEYC01000076.1:65779..66582 or complement(NZ_AEYC01000050.1:11011..11862) or complement(NZ_AEYC01000089.1:24584..25372) or NZ_AEYC01000088.1:341279..342058,4.2.1.17        4.2.1.116,rn00410  rn00640  rn00720,
,R00924,Propanoyl-CoA + FAD = FADH2 + Propenoyl-CoA,C00100 + C00016 <=> C01352 + C00894,False,,1.3.99.3,rn00410,
,R_C150ACP,Propanoyl-CoA + 6 Malonyl-CoA + 12 NADPH + 12 H+ + Acyl-carrier protein = 12 NADP+ + C150ACP + 6 CO2 + 7 CoA + 6 H2O,C00100 + 6 C00083 + 12 C00005 + 12 C00080 + C00229 <=> 12 C00006 + C150ACP + 6 C00011 + 7 C00010 + 6 C00001,True,,,not exist,
,R_C170ACP,Propanoyl-CoA + 7 Malonyl-CoA + 14 NADPH + 14 H+ + Acyl-carrier protein = 14 NADP+ + C170ACP + 7 CO2 + 8 CoA + 7 H2O,C00100 + 7 C00083 + 14 C00005 + 14 C00080 + C00229 <=> 14 C00006 + C170ACP + 7 C00011 + 8 C00010 + 7 C00001,True,,,not exist,
"Phospholipids Synthesis
",R_Phosphatidate,sn-Glycerol 3-phosphate + 0.188 Tetradecanoyl-[acp] + 0.588 C150ACP + 0.524 Hexadecanoyl-[acp] + 0.586 C170ACP + 0.114 Oleoyl-[acyl-carrier protein] = Phosphatidate + 2 Acyl-carrier protein,C00093 + 0.188 C05761 + 0.588 C150ACP + 0.524 C05764 + 0.586 C170ACP + 0.114 C01203 <=> C00416 + 2 C00229,False,,,not exist,
,R01799,CTP + Phosphatidate = Diphosphate + CDP-diacylglycerol,C00063 + C00416 <=> C00013 + C00269,False,,2.7.7.41,rn00564,8.92
,R_Phosphatidylserine,CDP-diacylglycerol + L-Serine = CMP + Phosphatidylserine,C00269 + C00065 <=> C00055 + C02737,False,,,not exist,
,R_Phosphatidylethanolamine,Phosphatidylserine = Phosphatidylethanolamine + CO2,C02737 <=> C00350 + C00011,False,,,not exist,
,R01801,CDP-diacylglycerol + sn-Glycerol 3-phosphate = CMP + Phosphatidylglycerophosphate,C00269 + C00093 <=> C00055 + C03892,False,,2.7.8.5,rn00564,
,R02029,Phosphatidylglycerophosphate + H2O = Phosphatidylglycerol + Orthophosphate,C03892 + C00001 <=> C00344 + C00009,False,,3.1.3.27,rn00564,
,R_Cardiolipin,CDP-diacylglycerol + Phosphatidylglycerophosphate = Cardiolipin + CMP + Orthophosphate ,C00269 + C03892 <=> C05980 + C00055 + C00009,False,,,not exist,
Spinosad ,R00293,UDP-glucose = UDP-4-dehydro-6-deoxy-D-glucose + H2O,C00029 <=> C04089 + C00001,False,,4.2.1.76,rn00520,
,R08704,UDP-4-dehydro-6-deoxy-D-glucose = UDP-4-keto-rhamnose,C04089 <=> C17328,False,,1.1.1.-         5.1.3.-,rn00520,
,R08705,UDP-4-keto-rhamnose + NADPH + H+ = UDP-L-rhamnose + NADP+,C17328 + C00005 + C00080 <=> C02199 + C00006,False,,1.1.1.-,rn00520,
,R06428,"4,6-Dideoxy-4-oxo-dTDP-D-glucose = dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose + H2O",C11907 <=> C11930 + C00001,False,,,rn00523,
,R06430,"dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose + NADPH + H+ = dTDP-4-oxo-2,6-dideoxy-D-glucose + NADP+",C11930 + C00005 + C00080 <=> C11922 + C00006,False,,,rn00523,
,R08930,"dTDP-4-oxo-2,6-dideoxy-D-glucose = dTDP-4-oxo-2,3,6-trideoxy-D-glucose",C11922 <=> C18032,False,,,rn00523,
,R08931,"dTDP-4-oxo-2,3,6-trideoxy-D-glucose + L-Glutamate = dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose + 2-Oxoglutarate",C18032 + C00025 <=> C18033 + C00026,False,,2.6.1.-,rn00523,
,R08932,"dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose + 2 S-Adenosyl-L-methionine = dTDP-D-forosamine + 2 S-Adenosyl-L-homocysteine",C18033 + 2 C00019 <=> C18034 + 2 C00021,False,ksgA or NZ_AEYC01000021.1:21202..22068 or NZ_AEYC01000007.1:176966..177736 or NZ_AEYC01000001.1:169292..170101,2.1.1.-,rn00523,
,R_AGL,2 Propanoyl-CoA + 9 Acetyl-CoA + 10 ATP + 4 H2O + 11 NADPH + 11 H+ = AGL + 10 ADP + 10 Orthophosphate + 11 NADP+,2 C00100 + 9 C00024 + 10 C00002 + 4 C00001 + 11 C00005 + 11 C00080 <=> C_AGL + 10 C00008 + 10 C00009 + 11 C00006,False,,,not exist,
,R_Assemble,AGL + UDP-L-rhamnose + 3 S-Adenosyl-L-methionine + dTDP-D-forosamine = Spinosad + UDP + 3 S-Adenosyl-L-homocysteine + dTDP,C_AGL + C02199 + 3 C00019 + C18034 <=> C_Spinosad + C00015 + 3 C00021 + C00363,False,,,not exist,
Biomass,R_Protein,1.230 L-Alanine + 0.778 L-Arginine + 0.166 L-Asparagine + 0.558 L-Aspartate + 0.076 L-Cysteine + 0.264 L-Glutamate + 0.562 L-Glutamine + 0.882 Glycine + 0.217 L-Histidine + 0.297 L-Isoleucine + 0.977 L-Leucine + 0.160 L-Lysine + 0.157 L-Methionine + 0.271 L-Phenylalanine + 0.549 L-Proline + 0.489 L-Serine + 0.514 L-Threonine + 0.142 L-Tryptophan + 0.177 L-Tyrosine + 0.858 L-Valine + 40.0 ATP + 49.3 H2O = 40.0 ADP + 40.0 Orthophosphate + Protein,1.230 C00041 + 0.778 C00062 + 0.166 C00152 + 0.558 C00049 + 0.076 C00097 + 0.264 C00025 + 0.562 C00064 + 0.882 C00037 + 0.217 C00135 + 0.297 C00407 + 0.977 C00123 + 0.160 C00047 + 0.157 C00073 + 0.271 C00079 + 0.549 C00148 + 0.489 C00065 + 0.514 C00188 + 0.142 C00078 + 0.177 C00082 +0.858 C00183 + 40.0 C00002 + 49.3 C00001 <=> 40.0 C00008 + 40.0 C00009 + C00017,False,,,,
,R_DNA,0.519 dATP + 1.099 dCTP + 0.519 dTTP + 1.099 dGTP + 4.4 ATP = 4.4 ADP + 4.4 Orthophosphate + 3.236 Diphosphate + DNA,0.519 C00131 + 1.099 C00458 + 0.519 C00459 + 1.099 C00286 + 4.4 C00002 <=> 4.4 C00008 + 4.4 C00009 + 3.236 C00013 + C00039,False,,,,
,R_RNA,1.952 ATP + 0.854 GTP + 0.844 CTP + 0.708 UTP = 1.25 ADP + 1.25 Orthophosphate + 3.108 Diphosphate + RNA,1.952 C00002 + 0.854 C00044 + 0.844 C00063 + 0.708 C00075 <=> 1.25 C00008 + 1.25 C00009 + 3.108 C00013 + C00046,False,,,,
,R_Phospholipid,1.089 Phosphatidylethanolamine + 0.250 Phosphatidylglycerol + 0.052 Cardiolipin = Phospholipid,1.089 C00350 + 0.250 C00344 + 0.052 C05980 <=> C00865,False,,,,
,R_TAG,1.244 sn-Glycerol 3-phosphate + 0.050 Tetradecanoyl-[acp] + 1.677 C150ACP + 0.421 Hexadecanoyl-[acp] + 1.570 C170ACP + 0.014 Oleoyl-[acyl-carrier protein] = Triacylglycerol + 3.732 Acyl-carrier protein + 1.244 Orthophosphate,1.244 C00093 + 0.050 C05761 + 1.677 C150ACP + 0.421 C05764 + 1.570 C170ACP + 0.014 C01203 <=> C00422 + 3.732 C00229 + 1.244 C00009,False,,,,
,R_Peptidoglycan,"1.007 UDP-N-acetylmuramate + 1.197 UDP-N-acetyl-D-glucosamine + 1.900 D-Alanyl-D-alanine + 0.950 L-Alanine + 1.140 meso-2,6-Diaminoheptanedioate + 1.014 D-Glutamate + 0.973 Glycine + 5.026 ATP = Peptidoglycan + 0.950 D-Alanine_EXE + 1.197 UDP + 1.007 UMP + 5.026 ADP + 5.026 Orthophosphate",1.007 C01050 + 1.197 C00043 + 1.900 C00993 + 0.950 C00041 + 1.140 C00680 + 1.014 C00217 + 0.973 C00037 + 5.026 C00002 <=> C00889 + 0.950 C00133_e + 1.197 C00015 + 1.007 C00105 + 5.026 C00008 + 5.026 C00009,False,,,,
,R_Polysaccharide,1.897 UDP-N-acetyl-D-glucosamine + 3.794 UDP-D-galactose = 5.691 UDP + Polysaccharide,1.897 C00043 + 3.794 C00052 <=> 5.691 C00015 + C00420,False,,,,
